,participant,soundsA,A.rt,B.rt,C.rt,resposta,quest.rt,frase,foco,condicao
37,Lorena_0112,l_selecao_v1_wav/L_6A.wav,1.226985,0.472775,0.238465,n,0.809495,L_6,foco,E
42,Lorena_0112,l_selecao_v1_wav/L_139A.wav,0.426575,0.68903,0.984945,n,5.954365,L_139,foco,S_CE
5,Michel_2511,l_selecao_v1_wav/L_110A.wav,1188,509,0.63,s,651,L_110,foco,S_EC
8,Michel_2511,l_selecao_v1_wav/L_95A.wav,7443,15294,176,s,0.52,L_95,foco,C
10,Michel_2511,l_selecao_v1_wav/L_50A.wav,803,685,764,s,479,L_50,foco,S_EC
12,Michel_2511,l_selecao_v1_wav/L_78A.wav,671,2041,2.72,s,741,L_78,foco,E
13,Michel_2511,l_selecao_v1_wav/L_30A.wav,1228,286,258,n,2655,L_30,foco,E
14,Michel_2511,l_selecao_v1_wav/L_100A.wav,0.42,721,1355,s,1176,L_100,foco,A_EC
16,Michel_2511,l_selecao_v1_wav/L_40A.wav,493,0.27,627,s,6024,L_40,foco,A_EC
18,Michel_2511,l_selecao_v1_wav/L_59A.wav,1104,323,68,s,1286,L_59,foco,C
21,Michel_2511,l_selecao_v1_wav/L_105A.wav,942,1275,755,n,724,L_105,foco,A_CE
22,Michel_2511,l_selecao_v1_wav/L_115A.wav,1489,1341,404,s,3507,L_115,foco,S_CE
25,Michel_2511,l_selecao_v1_wav/L_35A.wav,1238,3406,328,s,2.39,L_35,foco,C
27,Michel_2511,l_selecao_v1_wav/L_8A.wav,1271,738,188,s,391,L_8,foco,S_EC
32,Michel_2511,l_selecao_v1_wav/L_19A.wav,2494,1403,1178,s,471,L_19,foco,S_CE
35,Michel_2511,l_selecao_v1_wav/L_87A.wav,738,1322,0.37,s,0.54,L_87,foco,A_CE
37,Michel_2511,l_selecao_v1_wav/L_3A.wav,1079,454,345,s,7.86,L_3,foco,A_CE
42,Michel_2511,l_selecao_v1_wav/L_142A.wav,1629,821,1169,s,464,L_142,foco,A_EC
5,Ender_2511,l_selecao_v1_wav/L_114A.wav,0.721405,0.21807,0.192955,n,1.27594,L_114,foco,E
8,Ender_2511,l_selecao_v1_wav/L_93A.wav,1.289795,0.50098,1.14021,n,1.452915,L_93,foco,A_CE
10,Ender_2511,l_selecao_v1_wav/L_54A.wav,0.632675,0.720055,1.150505,n,1.456485,L_54,foco,E
12,Ender_2511,l_selecao_v1_wav/L_76A.wav,0.2454,0.534195,1.09433,s,0.774055,L_76,foco,A_EC
13,Ender_2511,l_selecao_v1_wav/L_28A.wav,0.00145,0.0232,0.84649,n,0.59754,L_28,foco,A_EC
14,Ender_2511,l_selecao_v1_wav/L_98A.wav,0.40764,0.050845,0.037365,s,0.47443,L_98,foco,S_EC
16,Ender_2511,l_selecao_v1_wav/L_38A.wav,0.71306,0.073855,0.087515,s,1.14942,L_38,foco,S_EC
18,Ender_2511,l_selecao_v1_wav/L_57A.wav,0.537065,0.444235,0.16609,n,0.33357,L_57,foco,A_CE
21,Ender_2511,l_selecao_v1_wav/L_103A.wav,0.728005,0.469725,1.001875,s,1.27962,L_103,foco,S_CE
22,Ender_2511,l_selecao_v1_wav/L_119A.wav,0.937475,0.16924,0.519585,n,0.394325,L_119,foco,C
25,Ender_2511,l_selecao_v1_wav/L_33A.wav,0.552955,0.11864,0.18554,n,1.169405,L_33,foco,A_CE
27,Ender_2511,l_selecao_v1_wav/L_12A.wav,0.316975,0.38988,0.86177,s,0.29668,L_12,foco,E
32,Ender_2511,l_selecao_v1_wav/L_23A.wav,0.61081,0.43853,0.7519,n,0.85388,L_23,foco,C
35,Ender_2511,l_selecao_v1_wav/L_85A.wav,0.25223,0.58631,0.15258,n,0.83767,L_85,foco,S_CE
37,Ender_2511,l_selecao_v1_wav/L_1A.wav,0.235845,0.58641,0.62035,s,1954,L_1,foco,S_CE
42,Ender_2511,l_selecao_v1_wav/L_140A.wav,0.58667,0.35146,0.669695,n,0.436645,L_140,foco,S_EC
5,Ale_0112,l_selecao_v1_wav/L_113A.wav,1.758555,0.95676,0.530105,s,4.1307,L_113,foco,C
8,Ale_0112,l_selecao_v1_wav/L_92A.wav,1.926715,1.22685,1.004835,s,2.91259,L_92,foco,S_EC
10,Ale_0112,l_selecao_v1_wav/L_53A.wav,1.097615,1.37608,1.636715,s,5.12825,L_53,foco,C
12,Ale_0112,l_selecao_v1_wav/L_75A.wav,0.989915,1.034765,2.73427,s,7.90988,L_75,foco,A_CE
13,Ale_0112,l_selecao_v1_wav/L_27A.wav,1.54947,1.94449,1.405575,n,0.68155,L_27,foco,A_CE
14,Ale_0112,l_selecao_v1_wav/L_97A.wav,1.321865,3.15575,1.10211,n,0.747765,L_97,foco,S_CE
16,Ale_0112,l_selecao_v1_wav/L_37A.wav,1.24851,0.926255,0.6616,n,0.42831,L_37,foco,S_CE
18,Ale_0112,l_selecao_v1_wav/L_56A.wav,1.89649,0.97023,1.332285,s,1.53966,L_56,foco,S_EC
21,Ale_0112,l_selecao_v1_wav/L_108A.wav,1.255795,0.852965,0.49641,n,0.666165,L_108,foco,E
22,Ale_0112,l_selecao_v1_wav/L_118A.wav,1.286095,3.36393,0.387075,s,3.037845,L_118,foco,A_EC
25,Ale_0112,l_selecao_v1_wav/L_32A.wav,0.817925,0.841285,0.40209,s,2.409865,L_32,foco,S_EC
27,Ale_0112,l_selecao_v1_wav/L_11A.wav,0.719805,2.721275,0.39336,s,1.01834,L_11,foco,C
32,Ale_0112,l_selecao_v1_wav/L_22A.wav,1.22162,0.99121,0.24863,s,0.71804,L_22,foco,A_EC
35,Ale_0112,l_selecao_v1_wav/L_90A.wav,0.506315,0.521985,0.869095,n,12.068205,L_90,foco,E
37,Ale_0112,l_selecao_v1_wav/L_6A.wav,0.88597,0.54656,0.544495,s,7.94018,L_6,foco,E
42,Ale_0112,l_selecao_v1_wav/L_139A.wav,0.636545,0.54798,2.045305,n,0.346055,L_139,foco,S_CE
5,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_114A.wav,0.320295,0.169385,2.12671,n,0.54321,L_114,foco,E
8,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_93A.wav,0.139955,0.418205,0.876415,n,0.470995,L_93,foco,A_CE
10,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_54A.wav,0.28958,0.37566,0.19223,n,6.315015,L_54,foco,E
12,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_76A.wav,0.160395,1.07342,0.445605,n,0.38406,L_76,foco,A_EC
13,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_28A.wav,0.886295,0.256525,0.58839,n,0.302605,L_28,foco,A_EC
14,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_98A.wav,0.56769,0.12319,0.685325,n,2.27178,L_98,foco,S_EC
16,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_38A.wav,17.25776,0.416025,0.43437,n,0.98978,L_38,foco,S_EC
18,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_57A.wav,7.58037,0.74988,0.401855,n,0.984045,L_57,foco,A_CE
21,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_103A.wav,0.12134,0.12125,2.037165,s,5.891585,L_103,foco,S_CE
22,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_119A.wav,2.256525,1.568945,1.493155,s,5.99604,L_119,foco,C
25,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_33A.wav,0.05199,0.30704,0.57643,n,0.49239,L_33,foco,A_CE
27,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_12A.wav,0.22373,0.0917,0.57364,n,0.37096,L_12,foco,E
32,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_23A.wav,0.101225,0.08909,0.420175,s,7.057315,L_23,foco,C
35,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_85A.wav,0.32801,3.48714,0.356525,s,0.625135,L_85,foco,S_CE
37,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_1A.wav,1.551475,0.88427,2.42159,n,3.292385,L_1,foco,S_CE
42,Rafael Abel F G dos Santos,l_selecao_v1_wav/L_140A.wav,0.30334,0.289505,2.160755,s,1.32587,L_140,foco,S_EC
5,Lia_1412,l_selecao_v1_wav/L_111A.wav,1.513705,1.349495,2.53238,n,0.06216,L_111,foco,A_CE
8,Lia_1412,l_selecao_v1_wav/L_96A.wav,0.59543,0.233965,0.81038,n,0.733965,L_96,foco,E
10,Lia_1412,l_selecao_v1_wav/L_51A.wav,0.884775,1.99322,1.858495,n,0.49596,L_51,foco,A_CE
12,Lia_1412,l_selecao_v1_wav/L_73A.wav,0.21506,0.28192,1.31885,n,0.45884,L_73,foco,S_CE
13,Lia_1412,l_selecao_v1_wav/L_25A.wav,1.19957,0.50152,0.558925,n,0.52654,L_25,foco,S_CE
14,Lia_1412,l_selecao_v1_wav/L_101A.wav,0.05006,0.458015,0.468475,s,1.320275,L_101,foco,C
16,Lia_1412,l_selecao_v1_wav/L_41A.wav,0.39748,0.454625,0.191265,n,12.03402,L_41,foco,C
18,Lia_1412,l_selecao_v1_wav/L_60A.wav,1.121425,1.599665,0.68254,n,0.35034,L_60,foco,E
21,Lia_1412,l_selecao_v1_wav/L_106A.wav,0.88197,0.295035,30.090915,n,0.767225,L_106,foco,A_EC
22,Lia_1412,l_selecao_v1_wav/L_116A.wav,0.38075,0.557325,0.48237,s,2.13597,L_116,foco,S_EC
25,Lia_1412,l_selecao_v1_wav/L_36A.wav,0.49537,0.88358,0.77108,n,0.63447,L_36,foco,E
27,Lia_1412,l_selecao_v1_wav/L_9A.wav,0.27631,1.020385,0.88701,n,0.30209,L_9,foco,A_CE
32,Lia_1412,l_selecao_v1_wav/L_20A.wav,0.806235,0.484065,0.406355,s,0.86808,L_20,foco,S_EC
35,Lia_1412,l_selecao_v1_wav/L_88A.wav,0.46732,0.99078,0.73206,n,1.3605,L_88,foco,A_EC
37,Lia_1412,l_selecao_v1_wav/L_4A.wav,0.303725,0.58637,0.158245,s,2.56946,L_4,foco,A_EC
42,Lia_1412,l_selecao_v1_wav/L_143A.wav,0.388995,0.54979,0.45894,s,0.83215,L_143,foco,C
5,EduardoSeiji_1412,l_selecao_v1_wav/L_111A.wav,0.594755,1.343205,0.744565,n,1.788115,L_111,foco,A_CE
8,EduardoSeiji_1412,l_selecao_v1_wav/L_96A.wav,1.82094,3.646825,1.156965,s,5.836005,L_96,foco,E
10,EduardoSeiji_1412,l_selecao_v1_wav/L_51A.wav,1.554605,1.084465,0.530205,n,2.70854,L_51,foco,A_CE
12,EduardoSeiji_1412,l_selecao_v1_wav/L_73A.wav,0.809945,0.768085,2.01874,n,0.90096,L_73,foco,S_CE
13,EduardoSeiji_1412,l_selecao_v1_wav/L_25A.wav,1.151455,1.122115,1.06765,n,0.784205,L_25,foco,S_CE
14,EduardoSeiji_1412,l_selecao_v1_wav/L_101A.wav,1.22232,1.767655,0.588115,s,2.601725,L_101,foco,C
16,EduardoSeiji_1412,l_selecao_v1_wav/L_41A.wav,1.325175,0.818195,0.662805,n,7.13658,L_41,foco,C
18,EduardoSeiji_1412,l_selecao_v1_wav/L_60A.wav,0.885155,1.00118,0.29751,n,2.034575,L_60,foco,E
21,EduardoSeiji_1412,l_selecao_v1_wav/L_106A.wav,0.418895,1.904175,0.873795,s,4.58653,L_106,foco,A_EC
22,EduardoSeiji_1412,l_selecao_v1_wav/L_116A.wav,0.51984,0.423305,0.950515,s,0.78766,L_116,foco,S_EC
25,EduardoSeiji_1412,l_selecao_v1_wav/L_36A.wav,0.496235,1.65226,0.68363,n,5.50749,L_36,foco,E
27,EduardoSeiji_1412,l_selecao_v1_wav/L_9A.wav,0.588035,0.73783,3.043455,n,1.767905,L_9,foco,A_CE
32,EduardoSeiji_1412,l_selecao_v1_wav/L_20A.wav,2.329255,0.54552,1.862025,s,6.66959,L_20,foco,S_EC
35,EduardoSeiji_1412,l_selecao_v1_wav/L_88A.wav,0.735635,0.62499,0.860275,s,1.522535,L_88,foco,A_EC
37,EduardoSeiji_1412,l_selecao_v1_wav/L_4A.wav,0.42553,2.502095,0.721155,s,1.13399,L_4,foco,A_EC
42,EduardoSeiji_1412,l_selecao_v1_wav/L_143A.wav,1.427865,1.362205,1.434075,s,3.685765,L_143,foco,C
5,Marco Antonio Rocha,l_selecao_v1_wav/L_114A.wav,0.25506,0.95983,0.18058,s,1.58323,L_114,foco,E
8,Marco Antonio Rocha,l_selecao_v1_wav/L_93A.wav,0.441055,0.57798,0.72047,s,0.372825,L_93,foco,A_CE
10,Marco Antonio Rocha,l_selecao_v1_wav/L_54A.wav,0.938575,0.478875,0.1849,s,0.40383,L_54,foco,E
12,Marco Antonio Rocha,l_selecao_v1_wav/L_76A.wav,0.384935,0.519245,0.91946,n,0.171175,L_76,foco,A_EC
13,Marco Antonio Rocha,l_selecao_v1_wav/L_28A.wav,0.291405,0.15174,1.026855,n,0.46893,L_28,foco,A_EC
14,Marco Antonio Rocha,l_selecao_v1_wav/L_98A.wav,0.30118,0.651275,0.57191,s,1.455575,L_98,foco,S_EC
16,Marco Antonio Rocha,l_selecao_v1_wav/L_38A.wav,0.213015,0.409355,0.501665,s,1.36778,L_38,foco,S_EC
18,Marco Antonio Rocha,l_selecao_v1_wav/L_57A.wav,0.06917,0.494235,0.93478,n,0.485125,L_57,foco,A_CE
21,Marco Antonio Rocha,l_selecao_v1_wav/L_103A.wav,0.5687,0.22099,0.36796,s,1.591125,L_103,foco,S_CE
22,Marco Antonio Rocha,l_selecao_v1_wav/L_119A.wav,1.72167,0.227565,0.209875,s,2.461145,L_119,foco,C
25,Marco Antonio Rocha,l_selecao_v1_wav/L_33A.wav,0.23631,0.07662,0.080495,n,0.35017,L_33,foco,A_CE
27,Marco Antonio Rocha,l_selecao_v1_wav/L_12A.wav,0.709545,0.75196,0.14122,s,0.45172,L_12,foco,E
32,Marco Antonio Rocha,l_selecao_v1_wav/L_23A.wav,0.07109,0.577145,0.202085,s,1.08501,L_23,foco,C
35,Marco Antonio Rocha,l_selecao_v1_wav/L_85A.wav,1.05519,0.17085,0.09436,s,0.90321,L_85,foco,S_CE
37,Marco Antonio Rocha,l_selecao_v1_wav/L_1A.wav,0.660495,0.292285,0.26179,s,1.091445,L_1,foco,S_CE
42,Marco Antonio Rocha,l_selecao_v1_wav/L_140A.wav,0.29553,92,0.276865,s,0.338365,L_140,foco,S_EC
5,Eduarda_1412,l_selecao_v1_wav/L_111A.wav,0.6708,1.147015,0.86487,n,10.34966,L_111,foco,A_CE
8,Eduarda_1412,l_selecao_v1_wav/L_96A.wav,0.482275,0.442505,0.66039,s,9.83283,L_96,foco,E
10,Eduarda_1412,l_selecao_v1_wav/L_51A.wav,0.745345,1.46303,0.87489,s,2.51248,L_51,foco,A_CE
12,Eduarda_1412,l_selecao_v1_wav/L_73A.wav,1.985155,1.865155,1.29613,n,6.45078,L_73,foco,S_CE
13,Eduarda_1412,l_selecao_v1_wav/L_25A.wav,1.068265,0.95123,3.72118,s,0.81855,L_25,foco,S_CE
14,Eduarda_1412,l_selecao_v1_wav/L_101A.wav,2.226915,0.451225,0.685205,s,6.18354,L_101,foco,C
16,Eduarda_1412,l_selecao_v1_wav/L_41A.wav,0.740665,0.606785,0.4604,n,12.77327,L_41,foco,C
18,Eduarda_1412,l_selecao_v1_wav/L_60A.wav,0.54868,1.9356,1.510815,n,1.633435,L_60,foco,E
21,Eduarda_1412,l_selecao_v1_wav/L_106A.wav,0.42251,1.142565,1.286165,n,3.8861,L_106,foco,A_EC
22,Eduarda_1412,l_selecao_v1_wav/L_116A.wav,0.68189,1.25958,1.996105,s,0.75561,L_116,foco,S_EC
25,Eduarda_1412,l_selecao_v1_wav/L_36A.wav,0.62877,0.63573,1.35393,s,6.25481,L_36,foco,E
27,Eduarda_1412,l_selecao_v1_wav/L_9A.wav,0.411655,1.35181,0.723135,n,1.9506,L_9,foco,A_CE
32,Eduarda_1412,l_selecao_v1_wav/L_20A.wav,0.62647,0.867935,0.536695,s,1.335175,L_20,foco,S_EC
35,Eduarda_1412,l_selecao_v1_wav/L_88A.wav,0.341475,1.11005,631,n,1.095535,L_88,foco,A_EC
37,Eduarda_1412,l_selecao_v1_wav/L_4A.wav,0.624245,0.754515,0.95566,s,1.32912,L_4,foco,A_EC
42,Eduarda_1412,l_selecao_v1_wav/L_143A.wav,0.711685,0.982215,1.051735,s,3.9506,L_143,foco,C
5,geovana_2511,l_selecao_v1_wav/L_109A.wav,2.240395,8.986955,2.291615,n,3.14794,L_109,foco,S_CE
8,geovana_2511,l_selecao_v1_wav/L_94A.wav,1.06569,1.084565,1.28769,n,3.69821,L_94,foco,A_EC
10,geovana_2511,l_selecao_v1_wav/L_49A.wav,1.208555,1.33809,1.143425,s,1.31493,L_49,foco,S_CE
12,geovana_2511,l_selecao_v1_wav/L_77A.wav,1.020015,1.71257,0.60386,s,1.34027,L_77,foco,C
13,geovana_2511,l_selecao_v1_wav/L_29A.wav,2.147125,1.20013,0.87371,n,2.2072,L_29,foco,C
14,geovana_2511,l_selecao_v1_wav/L_99A.wav,1.12483,3.225035,2.078565,n,2.671385,L_99,foco,A_CE
16,geovana_2511,l_selecao_v1_wav/L_39A.wav,0.918905,1.713735,0.74724,n,1.441205,L_39,foco,A_CE
18,geovana_2511,l_selecao_v1_wav/L_58A.wav,0.566125,3.20064,1.118075,n,4.00126,L_58,foco,A_EC
21,geovana_2511,l_selecao_v1_wav/L_104A.wav,5.30049,2.38799,1.38491,s,1.543335,L_104,foco,S_EC
22,geovana_2511,l_selecao_v1_wav/L_120A.wav,0.74085,0.460915,0.88169,s,1.17195,L_120,foco,E
25,geovana_2511,l_selecao_v1_wav/L_34A.wav,0.77797,1.938085,0.844125,s,1.31319,L_34,foco,A_EC
27,geovana_2511,l_selecao_v1_wav/L_7A.wav,19.431715,0.88147,1.293595,s,0.93378,L_7,foco,S_CE
32,geovana_2511,l_selecao_v1_wav/L_24A.wav,0.8697,0.878125,0.73905,n,0.926225,L_24,foco,E
35,geovana_2511,l_selecao_v1_wav/L_86A.wav,0.735735,1.05614,0.596365,s,1.850475,L_86,foco,S_EC
37,geovana_2511,l_selecao_v1_wav/L_2A.wav,1.20069,0.960595,0.602535,s,2.22651,L_2,foco,S_EC
42,geovana_2511,l_selecao_v1_wav/L_141A.wav,0.505785,2.020415,1.061925,n,0.96898,L_141,foco,A_CE
5,,l_selecao_v1_wav/L_112A.wav,0.534505,0.984895,0.58632,n,0.918135,L_112,foco,A_EC
8,,l_selecao_v1_wav/L_91A.wav,0.862575,1.31375,0.57534,n,0.788065,L_91,foco,S_CE
10,,l_selecao_v1_wav/L_52A.wav,1.009405,0.56916,0.60303,n,4.585355,L_52,foco,A_EC
12,,l_selecao_v1_wav/L_74A.wav,0.351335,0.6779,0.85923,n,0.569685,L_74,foco,S_EC
13,,l_selecao_v1_wav/L_26A.wav,1.96642,0.96817,0.303365,n,2.006265,L_26,foco,S_EC
14,,l_selecao_v1_wav/L_102A.wav,0.669385,1.48591,0.509035,s,1.758595,L_102,foco,E
16,,l_selecao_v1_wav/L_42A.wav,1.320765,685,0.208685,n,1.4541,L_42,foco,E
18,,l_selecao_v1_wav/L_55A.wav,0.52547,1.2717,0.90014,n,1.92358,L_55,foco,S_CE
21,,l_selecao_v1_wav/L_107A.wav,0.97306,0.30122,0.28663,s,1.69357,L_107,foco,C
22,,l_selecao_v1_wav/L_117A.wav,0.20722,1.021915,1.207015,n,0.535785,L_117,foco,A_CE
25,,l_selecao_v1_wav/L_31A.wav,1.368285,1.127445,4.01917,n,3.594215,L_31,foco,S_CE
27,,l_selecao_v1_wav/L_10A.wav,1.389025,2.72322,3.45729,n,8.745185,L_10,foco,A_EC
32,,l_selecao_v1_wav/L_21A.wav,0.717545,0.668495,0.018115,n,4.704045,L_21,foco,A_CE
35,,l_selecao_v1_wav/L_89A.wav,0.401635,0.2685,0.035355,s,3.286955,L_89,foco,C
37,,l_selecao_v1_wav/L_5A.wav,0.551765,0.25235,0.35163,s,5.903775,L_5,foco,C
42,,l_selecao_v1_wav/L_144A.wav,0.084755,0.284895,0.185195,n,1.80218,L_144,foco,E
5,Kaio_0812,l_selecao_v1_wav/L_111A.wav,0.434615,1.29492,0.64061,n,0.588075,L_111,foco,A_CE
8,Kaio_0812,l_selecao_v1_wav/L_96A.wav,0.29331,0.418315,0.33351,n,1.18374,L_96,foco,E
10,Kaio_0812,l_selecao_v1_wav/L_51A.wav,0.33372,0.3004,0.17614,s,2.52435,L_51,foco,A_CE
12,Kaio_0812,l_selecao_v1_wav/L_73A.wav,0.15027,0.64094,0.484905,s,0.29547,L_73,foco,S_CE
13,Kaio_0812,l_selecao_v1_wav/L_25A.wav,0.53367,0.368825,0.40074,s,2.58376,L_25,foco,S_CE
14,Kaio_0812,l_selecao_v1_wav/L_101A.wav,0.50268,1.03812,0.450295,s,0.343915,L_101,foco,C
16,Kaio_0812,l_selecao_v1_wav/L_41A.wav,0.250375,0.383715,0.333645,s,2.99246,L_41,foco,C
18,Kaio_0812,l_selecao_v1_wav/L_60A.wav,0.23669,0.32934,0.49162,n,1.40759,L_60,foco,E
21,Kaio_0812,l_selecao_v1_wav/L_106A.wav,0.45025,0.23459,0.58368,s,6.97557,L_106,foco,A_EC
22,Kaio_0812,l_selecao_v1_wav/L_116A.wav,0.383685,0.12923,0.850525,n,2.34476,L_116,foco,S_EC
25,Kaio_0812,l_selecao_v1_wav/L_36A.wav,0.19424,0.54486,0.483385,n,0.3897,L_36,foco,E
27,Kaio_0812,l_selecao_v1_wav/L_9A.wav,0.30689,0.43965,1.085605,n,0.470855,L_9,foco,A_CE
32,Kaio_0812,l_selecao_v1_wav/L_20A.wav,0.37681,0.13351,0.42707,s,0.86897,L_20,foco,S_EC
35,Kaio_0812,l_selecao_v1_wav/L_88A.wav,0.40252,0.316965,0.62103,n,0.61703,L_88,foco,A_EC
37,Kaio_0812,l_selecao_v1_wav/L_4A.wav,0.388325,0.72224,0.35972,s,0.576565,L_4,foco,A_EC
42,Kaio_0812,l_selecao_v1_wav/L_143A.wav,0.2842,0.37373,0.60057,s,0.98373,L_143,foco,C
5,ga_0212,l_selecao_v1_wav/L_112A.wav,0.88665,1.12508,1.444095,s,3.05863,L_112,foco,A_EC
8,ga_0212,l_selecao_v1_wav/L_91A.wav,0.97926,0.846285,2.39932,s,2.559645,L_91,foco,S_CE
10,ga_0212,l_selecao_v1_wav/L_52A.wav,0.74168,0.925615,1.893475,s,1.21255,L_52,foco,A_EC
12,ga_0212,l_selecao_v1_wav/L_74A.wav,0.48422,0.56784,0.751035,s,1.00295,L_74,foco,S_EC
13,ga_0212,l_selecao_v1_wav/L_26A.wav,0.46771,1.71894,1.46965,s,1.322575,L_26,foco,S_EC
14,ga_0212,l_selecao_v1_wav/L_102A.wav,0.52103,0.785165,1.098675,n,1.59107,L_102,foco,E
16,ga_0212,l_selecao_v1_wav/L_42A.wav,0.90438,0.93692,0.939185,n,1.034595,L_42,foco,E
18,ga_0212,l_selecao_v1_wav/L_55A.wav,0.58763,1.384655,1.411225,n,0.79314,L_55,foco,S_CE
21,ga_0212,l_selecao_v1_wav/L_107A.wav,0.917645,0.484405,0.655405,s,1.333795,L_107,foco,C
22,ga_0212,l_selecao_v1_wav/L_117A.wav,1.064415,1.004625,0.7398,n,2.43562,L_117,foco,A_CE
25,ga_0212,l_selecao_v1_wav/L_31A.wav,1.11828,0.45193,4.155165,n,0.98892,L_31,foco,S_CE
27,ga_0212,l_selecao_v1_wav/L_10A.wav,0.6859,0.78356,0.86333,s,1.12365,L_10,foco,A_EC
32,ga_0212,l_selecao_v1_wav/L_21A.wav,0.84118,1.21953,0.40602,s,1.036725,L_21,foco,A_CE
35,ga_0212,l_selecao_v1_wav/L_89A.wav,0.59467,0.4882,1.329805,s,2.366405,L_89,foco,C
37,ga_0212,l_selecao_v1_wav/L_5A.wav,0.466465,0.573035,0.690555,s,0.796795,L_5,foco,C
42,ga_0212,l_selecao_v1_wav/L_144A.wav,0.37365,0.775235,1.09407,n,1.368385,L_144,foco,E
5,Leonardo Tavares de Sousa,l_selecao_v1_wav/L_110A.wav,1.08567,3.39291,0.442035,s,0.75923,L_110,foco,S_EC
8,Leonardo Tavares de Sousa,l_selecao_v1_wav/L_95A.wav,1.142075,0.358545,0.39188,s,1.075495,L_95,foco,C
10,Leonardo Tavares de Sousa,l_selecao_v1_wav/L_50A.wav,0.60046,0.60227,0.783945,n,0.99536,L_50,foco,S_EC
12,Leonardo Tavares de Sousa,l_selecao_v1_wav/L_78A.wav,0.566105,0.4177,1.760975,s,0.72975,L_78,foco,E
13,Leonardo Tavares de Sousa,l_selecao_v1_wav/L_30A.wav,0.53506,0.226585,0.766975,n,0.945995,L_30,foco,E
