,participant,soundsA,A.rt,B.rt,C.rt,resposta,quest.rt,frase,foco,condicao
16,Arthur Jordo,l_selecao_v1_wav/L_42A.wav,0.35729,0.503695,0.355415,s,0.42286,L_42,foco,E
18,Arthur Jordo,l_selecao_v1_wav/L_55A.wav,0.7723,0.566535,0.401145,s,1.27834,L_55,foco,S_CE
21,Arthur Jordo,l_selecao_v1_wav/L_107A.wav,0.320415,0.371415,0.57068,s,2.268455,L_107,foco,C
22,Arthur Jordo,l_selecao_v1_wav/L_117A.wav,0.438765,0.35113,0.33267,s,0.81928,L_117,foco,A_CE
25,Arthur Jordo,l_selecao_v1_wav/L_31A.wav,0.300595,0.525915,0.42204,s,0.659055,L_31,foco,S_CE
27,Arthur Jordo,l_selecao_v1_wav/L_10A.wav,0.416925,0.28517,0.385215,s,4.970075,L_10,foco,A_EC
32,Arthur Jordo,l_selecao_v1_wav/L_21A.wav,0.208775,0.472895,0.389645,n,3.193155,L_21,foco,A_CE
35,Arthur Jordo,l_selecao_v1_wav/L_89A.wav,0.234885,0.371555,0.34203,s,0.821635,L_89,foco,C
37,Arthur Jordo,l_selecao_v1_wav/L_5A.wav,0.7676,1.00387,0.27885,s,2.18622,L_5,foco,C
42,Arthur Jordo,l_selecao_v1_wav/L_144A.wav,0.386505,0.48481,0.338865,s,2.700175,L_144,foco,E
5,Caio_0312,l_selecao_v1_wav/L_110A.wav,1.106095,0.966685,1.233095,n,11.693225,L_110,foco,S_EC
8,Caio_0312,l_selecao_v1_wav/L_95A.wav,0.707685,0.921935,0.41971,n,2.87509,L_95,foco,C
10,Caio_0312,l_selecao_v1_wav/L_50A.wav,1.634765,0.63213,1.04827,s,6.17306,L_50,foco,S_EC
12,Caio_0312,l_selecao_v1_wav/L_78A.wav,1.35177,1.112515,1.026715,s,5.162935,L_78,foco,E
13,Caio_0312,l_selecao_v1_wav/L_30A.wav,0.34656,0.59457,0.027855,n,0.716175,L_30,foco,E
14,Caio_0312,l_selecao_v1_wav/L_100A.wav,0.330945,0.45537,0.430435,s,0.91637,L_100,foco,A_EC
16,Caio_0312,l_selecao_v1_wav/L_40A.wav,0.66134,0.864335,0.531035,n,2.159485,L_40,foco,A_EC
18,Caio_0312,l_selecao_v1_wav/L_59A.wav,1.09172,0.57036,0.070885,s,1.881545,L_59,foco,C
21,Caio_0312,l_selecao_v1_wav/L_105A.wav,1.471855,0.612725,0.958355,n,0.353285,L_105,foco,A_CE
22,Caio_0312,l_selecao_v1_wav/L_115A.wav,1.05691,0.17206,1.04961,n,0.263825,L_115,foco,S_CE
25,Caio_0312,l_selecao_v1_wav/L_35A.wav,0.321815,0.79494,0.495105,s,1.442465,L_35,foco,C
27,Caio_0312,l_selecao_v1_wav/L_8A.wav,1.486135,0.43972,0.580285,s,2.48325,L_8,foco,S_EC
32,Caio_0312,l_selecao_v1_wav/L_19A.wav,0.89897,0.855345,0.881085,n,0.32883,L_19,foco,S_CE
35,Caio_0312,l_selecao_v1_wav/L_87A.wav,1.05209,1.13737,0.492855,n,0.776565,L_87,foco,A_CE
37,Caio_0312,l_selecao_v1_wav/L_3A.wav,1.40701,0.90794,1.1892,n,1.89248,L_3,foco,A_CE
42,Caio_0312,l_selecao_v1_wav/L_142A.wav,0.797845,0.515615,0.675315,n,0.50344,L_142,foco,A_EC
5,Clayton_2811,l_selecao_v1_wav/L_114A.wav,1.73651,1.020545,1.564965,n,1.540825,L_114,foco,E
8,Clayton_2811,l_selecao_v1_wav/L_93A.wav,1.140435,5.806675,1.148415,n,6.641135,L_93,foco,A_CE
10,Clayton_2811,l_selecao_v1_wav/L_54A.wav,0.78547,0.76668,2.61385,s,2.835005,L_54,foco,E
12,Clayton_2811,l_selecao_v1_wav/L_76A.wav,1.733785,1.808505,5.19662,n,11.726315,L_76,foco,A_EC
13,Clayton_2811,l_selecao_v1_wav/L_28A.wav,0.92725,5.83578,2.84632,n,68.48671,L_28,foco,A_EC
14,Clayton_2811,l_selecao_v1_wav/L_98A.wav,1.423385,0.971135,4.047525,s,0.802825,L_98,foco,S_EC
16,Clayton_2811,l_selecao_v1_wav/L_38A.wav,0.416835,0.732305,1.13066,s,8.390975,L_38,foco,S_EC
18,Clayton_2811,l_selecao_v1_wav/L_57A.wav,0.560785,2.018935,1.12137,s,0.8054,L_57,foco,A_CE
21,Clayton_2811,l_selecao_v1_wav/L_103A.wav,0.688185,0.65498,3.41359,n,1.46477,L_103,foco,S_CE
22,Clayton_2811,l_selecao_v1_wav/L_119A.wav,1.451805,0.88809,0.689685,s,2.82141,L_119,foco,C
25,Clayton_2811,l_selecao_v1_wav/L_33A.wav,0.5565,1.37304,0.745325,n,4.26146,L_33,foco,A_CE
27,Clayton_2811,l_selecao_v1_wav/L_12A.wav,0.701675,1.50014,0.466095,n,2.33472,L_12,foco,E
32,Clayton_2811,l_selecao_v1_wav/L_23A.wav,0.59453,0.903215,0.48905,s,2.691525,L_23,foco,C
35,Clayton_2811,l_selecao_v1_wav/L_85A.wav,0.3843,0.91938,1.76769,n,0.886305,L_85,foco,S_CE
37,Clayton_2811,l_selecao_v1_wav/L_1A.wav,0.36587,0.941085,3.25626,s,0.518385,L_1,foco,S_CE
42,Clayton_2811,l_selecao_v1_wav/L_140A.wav,0.359725,0.45916,3.27812,s,0.80099,L_140,foco,S_EC
5,Leonardo_0912,l_selecao_v1_wav/L_111A.wav,1.190595,3.1942,0.649455,n,0.50603,L_111,foco,A_CE
8,Leonardo_0912,l_selecao_v1_wav/L_96A.wav,0.471005,0.417795,1.353955,n,0.545405,L_96,foco,E
10,Leonardo_0912,l_selecao_v1_wav/L_51A.wav,0.72535,1.069245,0.272885,n,0.693505,L_51,foco,A_CE
12,Leonardo_0912,l_selecao_v1_wav/L_73A.wav,0.68568,0.850425,2.74806,n,0.66944,L_73,foco,S_CE
13,Leonardo_0912,l_selecao_v1_wav/L_25A.wav,1.179225,1411,1.459905,n,0.500805,L_25,foco,S_CE
14,Leonardo_0912,l_selecao_v1_wav/L_101A.wav,0.78391,0.716295,0.45391,s,0.704785,L_101,foco,C
16,Leonardo_0912,l_selecao_v1_wav/L_41A.wav,0.816675,0.36715,0.583445,s,6.256705,L_41,foco,C
18,Leonardo_0912,l_selecao_v1_wav/L_60A.wav,1.058665,0.43405,0.16815,n,3.04739,L_60,foco,E
21,Leonardo_0912,l_selecao_v1_wav/L_106A.wav,0.883615,0.4852,0.474545,s,2.631105,L_106,foco,A_EC
22,Leonardo_0912,l_selecao_v1_wav/L_116A.wav,0.638375,0.844355,0.550285,s,3.43209,L_116,foco,S_EC
25,Leonardo_0912,l_selecao_v1_wav/L_36A.wav,0.310845,0.33984,0.53133,n,0.451875,L_36,foco,E
27,Leonardo_0912,l_selecao_v1_wav/L_9A.wav,0.529745,0.92637,0.890795,n,0.933115,L_9,foco,A_CE
32,Leonardo_0912,l_selecao_v1_wav/L_20A.wav,0.287755,0.850225,0.7,s,0.460195,L_20,foco,S_EC
35,Leonardo_0912,l_selecao_v1_wav/L_88A.wav,0.538745,0.452285,0.62189,s,1.872765,L_88,foco,A_EC
37,Leonardo_0912,l_selecao_v1_wav/L_4A.wav,0.53497,0.741105,0.943035,s,0.737875,L_4,foco,A_EC
42,Leonardo_0912,l_selecao_v1_wav/L_143A.wav,0.766505,0.4355,0.95768,s,1.06101,L_143,foco,C
5,SAMANTHA_2611,l_selecao_v1_wav/L_110A.wav,0.42181,0.455375,0.60409,s,0.829495,L_110,foco,S_EC
8,SAMANTHA_2611,l_selecao_v1_wav/L_95A.wav,0.940995,704,0.58942,s,0.99248,L_95,foco,C
10,SAMANTHA_2611,l_selecao_v1_wav/L_50A.wav,0.79165,0.355555,0.33693,s,1.177535,L_50,foco,S_EC
12,SAMANTHA_2611,l_selecao_v1_wav/L_78A.wav,1.11202,0.777995,1.378245,n,0.97639,L_78,foco,E
13,SAMANTHA_2611,l_selecao_v1_wav/L_30A.wav,0.7239,0.47291,0.88962,n,1.763305,L_30,foco,E
14,SAMANTHA_2611,l_selecao_v1_wav/L_100A.wav,0.27088,1.829585,0.73981,s,1.56183,L_100,foco,A_EC
16,SAMANTHA_2611,l_selecao_v1_wav/L_40A.wav,0.40409,1.009575,24.029715,s,2.11714,L_40,foco,A_EC
18,SAMANTHA_2611,l_selecao_v1_wav/L_59A.wav,0.43669,0.62263,0.21963,s,1.143475,L_59,foco,C
21,SAMANTHA_2611,l_selecao_v1_wav/L_105A.wav,0.37074,0.336615,0.80667,s,1.02624,L_105,foco,A_CE
22,SAMANTHA_2611,l_selecao_v1_wav/L_115A.wav,0.252755,0.427135,0.844515,s,0.723455,L_115,foco,S_CE
25,SAMANTHA_2611,l_selecao_v1_wav/L_35A.wav,0.271025,0.813965,0.36732,s,1.07497,L_35,foco,C
27,SAMANTHA_2611,l_selecao_v1_wav/L_8A.wav,0.72441,0.34351,0.35427,s,0.87478,L_8,foco,S_EC
32,SAMANTHA_2611,l_selecao_v1_wav/L_19A.wav,0.454305,0.193945,3.22451,s,6.425605,L_19,foco,S_CE
35,SAMANTHA_2611,l_selecao_v1_wav/L_87A.wav,0.51014,0.55462,0.350965,s,0.891135,L_87,foco,A_CE
37,SAMANTHA_2611,l_selecao_v1_wav/L_3A.wav,0.302645,0.320355,0.17219,n,1.277805,L_3,foco,A_CE
42,SAMANTHA_2611,l_selecao_v1_wav/L_142A.wav,0.238975,0.32081,0.303685,s,0.544595,L_142,foco,A_EC
5,MATHEUSSILVA_251120,l_selecao_v1_wav/L_109A.wav,0.63537,0.52793,0.45181,s,3.49429,L_109,foco,S_CE
8,MATHEUSSILVA_251120,l_selecao_v1_wav/L_94A.wav,0.67626,0.169955,0.68044,n,1.438955,L_94,foco,A_EC
10,MATHEUSSILVA_251120,l_selecao_v1_wav/L_49A.wav,1.117725,0.546605,0.560665,n,0.87913,L_49,foco,S_CE
12,MATHEUSSILVA_251120,l_selecao_v1_wav/L_77A.wav,0.7525,0.41955,0.23409,s,0.695585,L_77,foco,C
13,MATHEUSSILVA_251120,l_selecao_v1_wav/L_29A.wav,0.983725,0.207665,0.306115,s,0.976485,L_29,foco,C
14,MATHEUSSILVA_251120,l_selecao_v1_wav/L_99A.wav,0.81696,0.504805,0.378755,n,2.37157,L_99,foco,A_CE
16,MATHEUSSILVA_251120,l_selecao_v1_wav/L_39A.wav,0.524375,0.401995,0.234525,n,1.254475,L_39,foco,A_CE
18,MATHEUSSILVA_251120,l_selecao_v1_wav/L_58A.wav,0.283895,0.93923,0.18482,n,1.274675,L_58,foco,A_EC
21,MATHEUSSILVA_251120,l_selecao_v1_wav/L_104A.wav,0.21754,0.474045,0.218075,s,0.68878,L_104,foco,S_EC
22,MATHEUSSILVA_251120,l_selecao_v1_wav/L_120A.wav,1.275875,0.569805,0.49214,s,0.78467,L_120,foco,E
25,MATHEUSSILVA_251120,l_selecao_v1_wav/L_34A.wav,0.48659,0.40772,0.21776,n,0.95011,L_34,foco,A_EC
27,MATHEUSSILVA_251120,l_selecao_v1_wav/L_7A.wav,1.52539,0.11902,0.08468,n,0.93347,L_7,foco,S_CE
32,MATHEUSSILVA_251120,l_selecao_v1_wav/L_24A.wav,0.61153,0.185065,0.1627,n,1.334975,L_24,foco,E
35,MATHEUSSILVA_251120,l_selecao_v1_wav/L_86A.wav,0.53704,0.477945,0.7232,n,2.98203,L_86,foco,S_EC
37,MATHEUSSILVA_251120,l_selecao_v1_wav/L_2A.wav,0.880235,0.30527,0.233905,s,0.72721,L_2,foco,S_EC
42,MATHEUSSILVA_251120,l_selecao_v1_wav/L_141A.wav,1.455205,0.32355,0.86915,n,0.87914,L_141,foco,A_CE
5,jessica,l_selecao_v1_wav/L_110A.wav,16203,2.0195,0.2734,s,2154,L_110,foco,S_EC
8,jessica,l_selecao_v1_wav/L_95A.wav,0.3743,0.5676,0.5295,s,1.2174,L_95,foco,C
10,jessica,l_selecao_v1_wav/L_50A.wav,0.8074,0.9768,0.2899,s,1.0535,L_50,foco,S_EC
12,jessica,l_selecao_v1_wav/L_78A.wav,1.0066,0.7586,1.1512,s,1.6838,L_78,foco,E
13,jessica,l_selecao_v1_wav/L_30A.wav,1238,567,0.3515,n,3.3257,L_30,foco,E
14,jessica,l_selecao_v1_wav/L_100A.wav,0.3343,0.6388,312,s,0.8572,L_100,foco,A_EC
16,jessica,l_selecao_v1_wav/L_40A.wav,0.2679,0.5063,0.4122,n,0.8797,L_40,foco,A_EC
18,jessica,l_selecao_v1_wav/L_59A.wav,0.7722,0.7179,0.1715,s,1.2756,L_59,foco,C
21,jessica,l_selecao_v1_wav/L_105A.wav,0.5515,1306,1.0673,n,0.6348,L_105,foco,A_CE
22,jessica,l_selecao_v1_wav/L_115A.wav,0.1374,0.8174,0.5946,n,0.4409,L_115,foco,S_CE
25,jessica,l_selecao_v1_wav/L_35A.wav,0.9351,0.6408,0.1257,s,1.0848,L_35,foco,C
27,jessica,l_selecao_v1_wav/L_8A.wav,0.9839,0.4673,0.3509,s,1.0887,L_8,foco,S_EC
32,jessica,l_selecao_v1_wav/L_19A.wav,0.5177,0.5008,0.2014,n,0.9754,L_19,foco,S_CE
35,jessica,l_selecao_v1_wav/L_87A.wav,1.5035,0.3561,0.4217,n,0.4719,L_87,foco,A_CE
37,jessica,l_selecao_v1_wav/L_3A.wav,0.4084,0.5567,0.0509,n,0.5504,L_3,foco,A_CE
42,jessica,l_selecao_v1_wav/L_142A.wav,0.5672,0.6373,0.1343,n,1.0501,L_142,foco,A_EC
5,Elisa_0812,l_selecao_v1_wav/L_110A.wav,0.93985,1.255885,1.976205,n,4.02335,L_110,foco,S_EC
8,Elisa_0812,l_selecao_v1_wav/L_95A.wav,0.518525,0.917595,0.81756,s,0.516565,L_95,foco,C
10,Elisa_0812,l_selecao_v1_wav/L_50A.wav,1.522665,2.10512,1.721845,n,1.294285,L_50,foco,S_EC
12,Elisa_0812,l_selecao_v1_wav/L_78A.wav,1.17128,2.222765,0.952825,n,0.458055,L_78,foco,E
13,Elisa_0812,l_selecao_v1_wav/L_30A.wav,0.585455,1.47074,1.38794,s,9.447145,L_30,foco,E
14,Elisa_0812,l_selecao_v1_wav/L_100A.wav,0.886745,2.44031,1.05078,s,0.750795,L_100,foco,A_EC
16,Elisa_0812,l_selecao_v1_wav/L_40A.wav,0.75463,1.287915,1.27398,n,2.8612,L_40,foco,A_EC
18,Elisa_0812,l_selecao_v1_wav/L_59A.wav,1.14281,0.983205,0.63317,s,1.034945,L_59,foco,C
21,Elisa_0812,l_selecao_v1_wav/L_105A.wav,1.523065,0.825635,0.785745,n,2.606425,L_105,foco,A_CE
22,Elisa_0812,l_selecao_v1_wav/L_115A.wav,0.89983,2.073385,0.636715,s,0.971325,L_115,foco,S_CE
25,Elisa_0812,l_selecao_v1_wav/L_35A.wav,0.98714,0.79055,0.85463,s,3.245605,L_35,foco,C
27,Elisa_0812,l_selecao_v1_wav/L_8A.wav,1.070445,1.11763,1.560375,n,0.90362,L_8,foco,S_EC
32,Elisa_0812,l_selecao_v1_wav/L_19A.wav,1.420825,0.83822,0.69999,s,1.02001,L_19,foco,S_CE
35,Elisa_0812,l_selecao_v1_wav/L_87A.wav,0.63637,0.890475,1.408605,n,0.769615,L_87,foco,A_CE
37,Elisa_0812,l_selecao_v1_wav/L_3A.wav,0.50559,0.703295,2.621345,n,0.684105,L_3,foco,A_CE
42,Elisa_0812,l_selecao_v1_wav/L_142A.wav,0.78635,1.521075,1.137155,n,4.900875,L_142,foco,A_EC
5,Aline,l_selecao_v1_wav/L_112A.wav,1.625965,1.5269,2.49559,n,14.220095,L_112,foco,A_EC
8,Aline,l_selecao_v1_wav/L_91A.wav,0.96227,1.341035,1.218495,n,7.23537,L_91,foco,S_CE
10,Aline,l_selecao_v1_wav/L_52A.wav,1.384625,1.135375,2.295195,s,3.603665,L_52,foco,A_EC
12,Aline,l_selecao_v1_wav/L_74A.wav,0.759265,0.80173,1.61774,s,3.084935,L_74,foco,S_EC
13,Aline,l_selecao_v1_wav/L_26A.wav,1.40559,1.76681,1.202145,s,3.640115,L_26,foco,S_EC
14,Aline,l_selecao_v1_wav/L_102A.wav,1.55106,1.001115,1.40112,n,2.378685,L_102,foco,E
16,Aline,l_selecao_v1_wav/L_42A.wav,0.750815,0.97514,0.48476,n,1.48392,L_42,foco,E
18,Aline,l_selecao_v1_wav/L_55A.wav,1.000925,3.6048,0.85391,n,6.234415,L_55,foco,S_CE
21,Aline,l_selecao_v1_wav/L_107A.wav,0.668265,0.528855,0.407605,s,0.8862,L_107,foco,C
22,Aline,l_selecao_v1_wav/L_117A.wav,0.98475,0.63637,1.03969,n,4.863825,L_117,foco,A_CE
25,Aline,l_selecao_v1_wav/L_31A.wav,0.534175,0.427895,1.15192,n,4.88411,L_31,foco,S_CE
27,Aline,l_selecao_v1_wav/L_10A.wav,1.28472,1.89251,0.72055,s,1.917115,L_10,foco,A_EC
32,Aline,l_selecao_v1_wav/L_21A.wav,0.80477,1.046325,1.12069,n,2.62245,L_21,foco,A_CE
35,Aline,l_selecao_v1_wav/L_89A.wav,0.26831,1.242285,2.766135,n,17.65841,L_89,foco,C
37,Aline,l_selecao_v1_wav/L_5A.wav,1.517745,1.10671,1.677965,s,2.53885,L_5,foco,C
42,Aline,l_selecao_v1_wav/L_144A.wav,0.26717,0.80522,0.439005,n,2.34064,L_144,foco,E
5,Mikaela_1911,l_selecao_v1_wav/L_114A.wav,2.01125,1.38635,1.40444,n,1.309215,L_114,foco,E
8,Mikaela_1911,l_selecao_v1_wav/L_93A.wav,1.234945,1.25414,2.49245,s,1.08509,L_93,foco,A_CE
10,Mikaela_1911,l_selecao_v1_wav/L_54A.wav,1.673575,0.8005,0.725355,n,1.086975001,L_54,foco,E
12,Mikaela_1911,l_selecao_v1_wav/L_76A.wav,1.10994,1.36079,1.954995,s,1.99072,L_76,foco,A_EC
13,Mikaela_1911,l_selecao_v1_wav/L_28A.wav,2.101720001,1.0107,1.02276,n,1.084295,L_28,foco,A_EC
14,Mikaela_1911,l_selecao_v1_wav/L_98A.wav,1.424015,1.64504,1.034505,s,0.917535,L_98,foco,S_EC
16,Mikaela_1911,l_selecao_v1_wav/L_38A.wav,0.970645,1.52665,2.46955,n,1.442550001,L_38,foco,S_EC
18,Mikaela_1911,l_selecao_v1_wav/L_57A.wav,1.51972,1.518725,1.338495,n,2.922385,L_57,foco,A_CE
21,Mikaela_1911,l_selecao_v1_wav/L_103A.wav,1.00642,1.635904999,0.802999999,s,1.140735,L_103,foco,S_CE
22,Mikaela_1911,l_selecao_v1_wav/L_119A.wav,0.95279,0.81928,1.253125,s,1.08714,L_119,foco,C
25,Mikaela_1911,l_selecao_v1_wav/L_33A.wav,0.872730001,1.217805,0.803285,s,1.185875,L_33,foco,A_CE
27,Mikaela_1911,l_selecao_v1_wav/L_12A.wav,2.46368,2.85043,0.806725,n,0.90706,L_12,foco,E
32,Mikaela_1911,l_selecao_v1_wav/L_23A.wav,0.973154999,1.39164,0.840984999,s,1.35849,L_23,foco,C
35,Mikaela_1911,l_selecao_v1_wav/L_85A.wav,1.084525,0.965954999,1.05325,n,1.89347,L_85,foco,S_CE
37,Mikaela_1911,l_selecao_v1_wav/L_1A.wav,0.77138,0.86858,1.83798,n,0.974015,L_1,foco,S_CE
42,Mikaela_1911,l_selecao_v1_wav/L_140A.wav,1.435085,0.985165,0.835485,s,1.15777,L_140,foco,S_EC
5,Laira,l_selecao_v1_wav/L_112A.wav,0.96603,1.067935,2.619675,n,1.21769,L_112,foco,A_EC
8,Laira,l_selecao_v1_wav/L_91A.wav,1.03384,1.002325,1.30301,s,0.99066,L_91,foco,S_CE
10,Laira,l_selecao_v1_wav/L_52A.wav,1.13992,0.884245,1.12782,n,0.36698,L_52,foco,A_EC
12,Laira,l_selecao_v1_wav/L_74A.wav,2.043485,0.723385,1.22784,s,0.23285,L_74,foco,S_EC
13,Laira,l_selecao_v1_wav/L_26A.wav,0.56007,0.141795,0.602105,s,0.643085,L_26,foco,S_EC
14,Laira,l_selecao_v1_wav/L_102A.wav,0.6954,0.53614,0.46716,n,0.18836,L_102,foco,E
16,Laira,l_selecao_v1_wav/L_42A.wav,0.690625,0.36178,0.32168,n,0.918005,L_42,foco,E
18,Laira,l_selecao_v1_wav/L_55A.wav,8.843805,0.83967,0.39051,n,4.69008,L_55,foco,S_CE
21,Laira,l_selecao_v1_wav/L_107A.wav,1.66528,0.24186,0.25029,s,1.47576,L_107,foco,C
22,Laira,l_selecao_v1_wav/L_117A.wav,1.28719,0.65199,0.90049,n,5.6738,L_117,foco,A_CE
25,Laira,l_selecao_v1_wav/L_31A.wav,0.885175,0.450365,0.30912,s,1.48576,L_31,foco,S_CE
27,Laira,l_selecao_v1_wav/L_10A.wav,0.820955,0.8951,2.576505,n,0.716505,L_10,foco,A_EC
32,Laira,l_selecao_v1_wav/L_21A.wav,1.90578,0.433825,1.370555,n,0.85298,L_21,foco,A_CE
35,Laira,l_selecao_v1_wav/L_89A.wav,13.79817,1.517895,0.80501,s,0.834305,L_89,foco,C
37,Laira,l_selecao_v1_wav/L_5A.wav,2.59424,0.606565,0.103425,s,2.401405,L_5,foco,C
42,Laira,l_selecao_v1_wav/L_144A.wav,0.83298,0.55085,0.79934,s,1.833135,L_144,foco,E
5,Jessica_1412,l_selecao_v1_wav/L_111A.wav,1.033725,1.987585,3.566555,n,3.58836,L_111,foco,A_CE
8,Jessica_1412,l_selecao_v1_wav/L_96A.wav,1.165945,1.398415,1.28172,n,1.400285,L_96,foco,E
10,Jessica_1412,l_selecao_v1_wav/L_51A.wav,1.041805,1.16689,1.520265,n,1.533295,L_51,foco,A_CE
12,Jessica_1412,l_selecao_v1_wav/L_73A.wav,0.77014,0.93738,1.670925,n,8.03341,L_73,foco,S_CE
13,Jessica_1412,l_selecao_v1_wav/L_25A.wav,1.333335,0.757225,1.32138,n,2.60717,L_25,foco,S_CE
14,Jessica_1412,l_selecao_v1_wav/L_101A.wav,2.25015,1.131165,0.76725,s,1.231265,L_101,foco,C
16,Jessica_1412,l_selecao_v1_wav/L_41A.wav,1.004245,0.900795,1.656835,s,8.55018,L_41,foco,C
18,Jessica_1412,l_selecao_v1_wav/L_60A.wav,1.383475,1.46863,2.08544,s,9.800435,L_60,foco,E
21,Jessica_1412,l_selecao_v1_wav/L_106A.wav,1.13466,0.916795,1.900005,s,1.13914,L_106,foco,A_EC
22,Jessica_1412,l_selecao_v1_wav/L_116A.wav,1.255545,2.883485,1.033545,s,15.82339,L_116,foco,S_EC
25,Jessica_1412,l_selecao_v1_wav/L_36A.wav,1.106445,0.767465,1.21504,n,1.433395,L_36,foco,E
27,Jessica_1412,l_selecao_v1_wav/L_9A.wav,0.85108,0.851615,0.73737,n,2.352335,L_9,foco,A_CE
32,Jessica_1412,l_selecao_v1_wav/L_20A.wav,1.104055,0.703865,0.568975,s,2.60044,L_20,foco,S_EC
35,Jessica_1412,l_selecao_v1_wav/L_88A.wav,0.84144,2.283495,0.707695,s,2.547885,L_88,foco,A_EC
37,Jessica_1412,l_selecao_v1_wav/L_4A.wav,0.44127,1.535505,0.642315,s,4.56568,L_4,foco,A_EC
42,Jessica_1412,l_selecao_v1_wav/L_143A.wav,0.73184,0.95089,0.683855,s,1.19105,L_143,foco,C
5,Luna,l_selecao_v1_wav/L_113A.wav,0.93715,0.346165,0.65085,s,2.896155,L_113,foco,C
8,Luna,l_selecao_v1_wav/L_92A.wav,0.90269,1.092735,1.197655,s,3.19018,L_92,foco,S_EC
10,Luna,l_selecao_v1_wav/L_53A.wav,0.7859,0.847735,0.92105,s,5.00952,L_53,foco,C
12,Luna,l_selecao_v1_wav/L_75A.wav,0.624195,8.62156,2.10423,n,3.022485,L_75,foco,A_CE
13,Luna,l_selecao_v1_wav/L_27A.wav,1.08704,0.99868,0.84194,n,19.926535,L_27,foco,A_CE
14,Luna,l_selecao_v1_wav/L_97A.wav,0.692345,0.75144,0.885735,n,3.23169,L_97,foco,S_CE
16,Luna,l_selecao_v1_wav/L_37A.wav,1.331245,0.960415,0.73835,n,1.91453,L_37,foco,S_CE
18,Luna,l_selecao_v1_wav/L_56A.wav,1.18738,1.34814,0.683655,s,2.7346,L_56,foco,S_EC
21,Luna,l_selecao_v1_wav/L_108A.wav,0.96757,0.487725,0.71344,n,1.300595,L_108,foco,E
22,Luna,l_selecao_v1_wav/L_118A.wav,0.477275,0.58666,1.15481,s,2.00363,L_118,foco,A_EC
25,Luna,l_selecao_v1_wav/L_32A.wav,0.8932,0.78128,0.48596,s,8.692235,L_32,foco,S_EC
27,Luna,l_selecao_v1_wav/L_11A.wav,0.61898,0.48941,0.55168,s,1.263325,L_11,foco,C
32,Luna,l_selecao_v1_wav/L_22A.wav,0.686005,0.58139,0.57657,s,3.869035,L_22,foco,A_EC
35,Luna,l_selecao_v1_wav/L_90A.wav,1.63875,0.524515,0.65652,n,1.150555,L_90,foco,E
37,Luna,l_selecao_v1_wav/L_6A.wav,0.903595,0.453715,0.670615,n,2.733695,L_6,foco,E
42,Luna,l_selecao_v1_wav/L_139A.wav,0.50804,0.616675,0.78651,n,1.727255,L_139,foco,S_CE
